brand,name,price,link
Itel ,"6910 - 4"" - 8MB ROM + 8MB RAM- Dual SIM - Dark Blue","2,450",https://www.jumia.co.ke/itel-6910-4-8mb-rom-8mb-ram-dual-sim-dark-blue-17510517.html
Samsung ,"Galaxy S8 - 5.8"" - 64GB - 4GB RAM - 12 MP Camera – Single SIM -  Black","36,500",https://www.jumia.co.ke/samsung-galaxy-s8-5.8-64gb-4gb-ram-12-mp-camera-single-sim-black-17002858.html
Samsung ,"Galaxy S6 G920 3GB RAM 32GB ROM(Single SIM) 5.1"" - Gold","14,900",https://www.jumia.co.ke/samsung-galaxy-s6-g920-3gb-ram-32gb-romsingle-sim-5.1-gold-16509468.html
TECNO ,"TECNO Spark 2, 16GB, 1GB RAM, 13MP Camera (Dual SIM) ,Black","11,399",https://www.jumia.co.ke/tecno-tecno-spark-2-16gb-1gb-ram-13mp-camera-dual-sim-black-16224653.html
,,,
Samsung ,"Galaxy S8+ Edge 6.2 Inches (4GB,64GB ROM)Single SIM  - Black","34,990",https://www.jumia.co.ke/samsung-galaxy-s8-edge-6.2-inches-4gb64gb-romsingle-sim-black-12122210.html
TECNO ,"Spark 3 ,16GB,2GB,Dual SIM,Black + Free OTG Cable","10,999",https://www.jumia.co.ke/tecno-spark-3-16gb2gbdual-simblack-free-otg-cable-17424087.html
Kokobuy ,Apple iPhone 7Plus 5.5 inch 4G LTE 12MP Camera 4K Video Recording Smartphone,"148,258",https://www.jumia.co.ke/kokobuy-apple-iphone-7plus-5.5-inch-4g-lte-12mp-camera-4k-video-recording-smartphone-13500836.html
HTC ,"Refurb Desire 10 Pro 5.5"" Dual SIM 4GB+64GB 4G Smartphone - White","13,900",https://www.jumia.co.ke/htc-refurb-desire-10-pro-5.5-dual-sim-4gb64gb-4g-smartphone-white-14636585.html
Lenovo ,Lenovo S5 K520 4GB RAM+64GB ROM Snapdragon 625 Smartphone,"14,599",https://www.jumia.co.ke/lenovo-lenovo-s5-k520-4gb-ram64gb-rom-snapdragon-625-smartphone-16016997.html
,,,
Lenovo ,"K5 Pro, 5.9'' 4GB+64GB, (Dual SIM), Black","15,700",https://www.jumia.co.ke/lenovo-k5-pro-4gb64gb-dual-back-cameras-dual-front-cameras-4050mah-battery-fingerprint-identification-5.99-inch-zui-android-8.1-qualcomm-snapdragon-sdm636-octa-core-up-to-1.8ghz-network-4gblack-sunsky-mpg147064.html
Infinix ,"Hot S4, 6.2"", 32GB + 3GB (Dual SIM), blue","15,699",https://www.jumia.co.ke/infinix-hot-s4-6.2-32gb-3gb-dual-sim-blue-18509675.html
LG ,V20 F800 Quad Core 5.7'' 4GB+64GB 16MP LTE Android Fingerprint Mobile Phone - Silver,"12,500",https://www.jumia.co.ke/lg-v20-f800-quad-core-5.7-4gb64gb-16mp-lte-android-fingerprint-mobile-phone-silver-13344000.html
Nokia ,oriiginal Nokia C2-05 0.3MP Camera Radio Bluetooth GSM 900 / 1800,"2,793",https://www.jumia.co.ke/nokia-oriiginal-nokia-c2-05-0.3mp-camera-radio-bluetooth-gsm-900-1800-13500742.html
Lenovo ,"A5, 5.45"", 3GB+32GB Dual SIM,4G LTE Smartphone_Black","10,399",https://www.jumia.co.ke/lenovo-a5-5.45-3gb32gb-dual-sim4g-lte-smartphoneblack-16343241.html
,,,
Sony ,"Xperia XA1 32GB, Dual SIM 5"" HD, 23MP & 8MP Camera, Gold","21,999",https://www.jumia.co.ke/xperia-xa1-32gb-dual-sim-5-hd-23mp-8mp-camera-gold-sony-mpg135495.html
TECNO ,F1 - 5-Inch - Dual SIM - Black,"6,299",https://www.jumia.co.ke/f1-5-inch-dual-sim-black-tecno-mpg113333.html
Apple ," iPhone 6 4.7-Inch Fingerprint(1GB, 16GB ROM) 8MP+7MP – Grey","16,590",https://www.jumia.co.ke/apple-iphone64.7-inch-fingerprint1gb16gbrom-8mp7mpgrey-12088506.html
HTC ,"HTC Desire 728 Dual SIM 5.5"" 2GB+16GB Octa Core 4G LTE Mobile Phones - White","7,700",https://www.jumia.co.ke/htc-htc-desire-728-dual-sim-5.5-2gb16gb-octa-core-4g-lte-mobile-phones-white-14642919.html
TECNO ,"TECNO F1, 8GB Storage, + 1GB RAM, (Dual SIM), Gold","6,699",https://www.jumia.co.ke/tecno-f1-8gb-storage-1gb-ram-dual-sim-gold-tecno-mpg149146.html
,,,
BLU ,"Studio Mega 2018 - 6.0"" - 16GB -1GB RAM - 13+2MP Dual Camera - (Dual Sim) - Silver","7,850",https://www.jumia.co.ke/blu-studio-mega-2018-6.0-16gb-1gb-ram-132mp-dual-camera-dual-sim-silver-10939877.html
Oukitel ,"C12 3G 6.18-Inch(2GB RAM 16GB ROM),Android 8.1,(8MP + 2MP) + 5MP EU - Champagne Gold","6,799",https://www.jumia.co.ke/oukitel-c12-3g-6.18-inch2gb-ram-16gb-romandroid-8.18mp-2mp-5mp-eu-champagne-gold-17906967.html
Nokia ,"NokiaX5 4GB RAM+64GB ROM,5.84Inch Dual Sim 4G LTE Smartphone","15,999",https://www.jumia.co.ke/nokia-nokiax5-4gb-ram64gb-rom5.84inch-dual-sim-4g-lte-smartphone-15968558.html
OPPO ,"F11 ,6GB RAM,64GB,Dual SIM ,marble green","39,499",https://www.jumia.co.ke/oppo-f11-6gb-ram64gbdual-sim-marble-green-17783658.html
TECNO ,"Spark 3 Pro, 6.2"", 32GB + 2GB (Dual SIM), Midnight Black","12,199",https://www.jumia.co.ke/spark-3-pro-6.2-32gb-2gb-dual-sim-midnight-black-tecno-mpg151274.html
,,,
LG ,LG V20 F800 Quad Core 5.7'' 4GB+64GB 16MP LTE Android Fingerprint Mobile Phone - Pink,"13,900",https://www.jumia.co.ke/lg-lg-v20-f800-quad-core-5.7-4gb64gb-16mp-lte-android-fingerprint-mobile-phone-pink-14643780.html
Samsung ,Samsung Galaxy  N7100 16 GB ROM Note 2 II Android  8MP Camera 3G Second-hand Phone,"6,865",https://www.jumia.co.ke/samsung-samsung-galaxy-n7100-16-gb-rom-note-2-ii-android-8mp-camera-3g-second-hand-phone-15886333.html
Nokia ,"106 (2018) - 1.8"" -Dual Sim , Dark Grey","1,899",https://www.jumia.co.ke/nokia-106-2018-1.8-dual-sim-dark-grey-17424117.html
BlackView ,"Blackview BV9500, 4GB+64GB, IP68 Waterproof Dustproof Shockproof, Dual Back Cameras, 10000mAh Battery, Face ID & Fingerprint Identification, 5.7 inch Android 8.1 Helio P23 (MTK6763) Octa Core up to 2.5GHz, NFC, Network: 4G(Black)","33,699",https://www.jumia.co.ke/blackview-blackview-bv9500-4gb64gb-ip68-waterproof-dustproof-shockproof-dual-back-cameras-10000mah-battery-face-id-fingerprint-identification-5.7-inch-android-8.1-helio-p23-mtk6763-octa-core-up-to-2.5ghz-nfc-network-4gblack-10295932.html
Itel ,6910-Calx with free Back cover,"2,447",https://www.jumia.co.ke/itel-6910-calx-with-free-back-cover-11604208.html
,,,
Samsung ,"Galaxy J5 Pro, 16GB - 2GB RAM-13MP Camera(Dual SIM) Gold","15,500",https://www.jumia.co.ke/samsung-galaxy-j5-pro-16gb-2gb-ram-13mp-cameradual-sim-gold-17362291.html
Huawei ,"P10 Smartphone Android  4GB 64GB 5.1"" inch Mobile phone Rose","30,399",https://www.jumia.co.ke/huawei-p10-smartphone-android-4gb-64gb-5.1-inch-mobile-phone-rose-13264646.html
Xiaomi ,"Redmi Note 7 6.3"" (4GB+64GB) 4000mAh Smartphone 48MP-black","23,999",https://www.jumia.co.ke/xiaomi-redmi-note-7-6.3-4gb64gb-4000mah-smartphone-48mp-black-18163699.html
OPPO ,"A7, 6.2"", 64GB + 3GB ( Dual SIM), Blue","23,499",https://www.jumia.co.ke/a7-6.2-64gb-3gb-dual-sim-blue-oppo-mpg137042.html
Homtom ,"HT70 - 4G - 6.0"" - (4GB + 64GB) - Android 7.0 - Dual Sim - 10000mAh - BLACK","15,350",https://www.jumia.co.ke/ht70-4g-6.0-4gb-ram-64gb-rom-android-7.0-dual-rear-cameras-10000mah-battery-black-homtom-mpg123345.html
,,,
Cubot ,Cubot J3 3G Smartphone 5.0 inch Android GO Quad Core 1GB RAM 16GB ROM-BLACK,"5,699",https://www.jumia.co.ke/cubot-cubot-j3-3g-smartphone-5.0-inch-android-go-quad-core-1gb-ram-16gb-rom-black-13939593.html
Samsung ,"Galaxy A10 - 6.2"", 32GB+2GB RAM,4G Free Phone Stand","12,999",https://www.jumia.co.ke/samsung-galaxy-a10-6.2-32gb2gb-ram4g-free-phone-stand-15870179.html
Samsung ,"Galaxy S8 5.8""(4GB,64GB Refurb Phone)Single SIM - Silver","29,990",https://www.jumia.co.ke/samsung-galaxy-s8-5.84gb64gb-refurb-phonesingle-sim-silver-13794374.html
BLU ,"VIVO XI4, 6.2”, 32GB+3GB, (Dual Sim), GOLD","12,999",https://www.jumia.co.ke/blu-vivo-xi4-6.2-32gb3gb-dual-sim-gold-13861702.html
Infinix ,"HOT 6  - 6"", 2GB+16GB,3G - Black + FREE Back Case","11,200",https://www.jumia.co.ke/infinix-hot-6-6-2gb16gb3g-black-free-back-case-16225261.html
,,,
Huawei ,"Y7 Prime (2019) - 32GB - 3GB RAM-6.26""-16+8MP-Dual 4G Blue","15,999",https://www.jumia.co.ke/y7-prime-2019-32gb-3gb-ram-6.26-168mp-dual-4g-blue-huawei-mpg133979.html
OPPO ,"A7 - 6.2"" - 64GB+3GB RAM,[Dual SIM] 4G -Gold +FREE OTG Cable","22,999",https://www.jumia.co.ke/oppo-a7-6.2-64gb3gb-ramdual-sim-4g-gold-free-otg-cable-14727485.html
Infinix ,"Hot 7-  (32+2GB),Dual SIM - Purple + Free OTG Cable","11,500",https://www.jumia.co.ke/hot-7-322gbdual-sim-purple-free-otg-cable-infinix-mpg162498.html
Motorola ,"Moto Z 5.5"" 32GB, Single SIM 4G LTE Black + JBL Speaker","29,999",https://www.jumia.co.ke/moto-z-5.5-32gb-4gb-ram-13mp-camera-single-sim-4g-lte-black-jbl-speaker-motorola-mpg18946.html
TECNO ,"Spark 3 (KB7), 6.2"", 16GB + 2GB (Dual SIM), Blue","10,998",https://www.jumia.co.ke/tecno-spark-3-kb7-6.2-16gb-2gb-dual-sim-blue-17058513.html
,,,
Apple ,iPhone 7 128GB +2GB 12MP + 7MP 4.7 Inch Matte Black,"40,500",https://www.jumia.co.ke/apple-iphone-7-128gb-2gb-12mp-7mp-4.7-inch-matte-black-14907942.html
Infinix ,"Hot S4, 6.2"", 64GB + 4GB (Dual SIM), Grey","20,000",https://www.jumia.co.ke/infinix-hot-s4-6.2-64gb-4gb-dual-sim-grey-16445238.html
Lenovo ,Global Lenovo K8 Note 4GB RAM+64GB ROM 4G LTE Smartphone Helio X20 Deca Core Mobiele Telefoon,"12,499",https://www.jumia.co.ke/lenovo-global-lenovo-k8-note-4gb-ram64gb-rom-4g-lte-smartphone-helio-x20-deca-core-mobiele-telefoon-16787877.html
TECNO ,"Spark 3 - 6.2"",16GB,2GB,Dual SIM - Blue + FREE OTG Cable","11,300",https://www.jumia.co.ke/tecno-spark-3-6.216gb2gbdual-sim-blue-free-otg-cable-16789221.html
Samsung ,"Galaxy J6 Plus, 64GB + 4GB (Dual SIM), Black","25,000",https://www.jumia.co.ke/galaxy-j6-plus-64gb-4gb-dual-sim-black-samsung-mpg141558.html
,,,
SAFARICOM ,"Neon Kicka 4 - 4GB, Single SIM + Free Phone Stand","4,299",https://www.jumia.co.ke/neon-kicka-4-4gb-single-sim-free-phone-stand-safaricom-mpg149436.html
TECNO ,"Spark 2, 16GB (Dual SIM), Midnight Black","10,595",https://www.jumia.co.ke/tecno-spark-2-16gb-dual-sim-midnight-black-tecno-mpg111676.html
Letv ,Black/Gold 6.1 inch 4g + 64g 1660x1080 Mobile Smart Phone Mate20,"9,477",https://www.jumia.co.ke/letv-blackgold-6.1-inch-4g-64g-1660x1080-mobile-smart-phone-mate20-12954100.html
Bontel ,Little Lover-L1-Super Inbuilt Battery(Dual sim)-Gold,"2,325",https://www.jumia.co.ke/little-lover-l1-super-inbuilt-batterydual-sim-gold-bontel-mpg126532.html
HOTWAV ,"Cosmos V8 Lite, 5.5"" - 8GB + 1GB - 4G(Dual SIM) - Black","5,999",https://www.jumia.co.ke/cosmos-v8-lite-5.5-8gb-1gb-4gdual-sim-black-hotwav-mpg132953.html
,,,
Cubot ,Cubot X19 - 4G - 5.93 Inch - (4GB RAM + 64GB ROM) - Android 8.1 - (16.0MP/2.0MP + 8.0MP) - 4000mAh,"13,400",https://www.jumia.co.ke/cubot-cubot-x19-4g-5.93-inch-4gb-ram-64gb-rom-android-8.1-16.0mp2.0mp-8.0mp-4000mah-15517955.html
Nokia ,X6 6GB 64GB 5.8inch Octa Core 3060mAh Fingerprint D（1）,"15,800",https://www.jumia.co.ke/nokia-x6-6gb-64gb-5.8inch-octa-core-3060mah-fingerprint-d1-14123479.html
BlackBerry ,"DTEK50 - 5.2"" - 16GB - 3GB - 13MP Camera - Single SIM - 4G LTE - Grey","22,000",https://www.jumia.co.ke/dtek50-5.2-16gb-3gb-13mp-camera-single-sim-4g-lte-grey-blackberry-mpg11207.html
Infinix ,"SMART 2 - 5.5"" - 13MP - 16GB - 1GB - FingerPrint - 4G LTE Dual SIM - Black","9,999",https://www.jumia.co.ke/infinix-smart-2-5.5-13mp-16gb-1gb-fingerprint-4g-lte-dual-sim-black-17538462.html
Nokia ,"Nokia 106 - DUAL SIM, FM RADIO, TORCHLIGHT","1,999",https://www.jumia.co.ke/nokia-nokia-106-dual-sim-fm-radio-torchlight-17500664.html
,,,
Nokia ,C2-01 3G Mobile Phone - Black,"2,980",https://www.jumia.co.ke/nokia-c2-01-3g-mobile-phone-black-13934935.html
MI ,MIX 2S 4G Phablet 5.99 inch MIUI 9 6GB RAM 128GB ROM Dual Rear Cameras Bluetooth 5.0-BLACK,"31,000",https://www.jumia.co.ke/mi-mix-2s-4g-phablet-5.99-inch-miui-9-6gb-ram-128gb-rom-dual-rear-cameras-bluetooth-5.0-black-8408608.html
Samsung ,"Galaxy S10e, 5.8"", 128GB + 6GB RAM (Dual SIM), White","64,952",https://www.jumia.co.ke/galaxy-s10e-5.8-128gb-6gb-ram-dual-sim-white-samsung-mpg162832.html
Generic ,Mini 5-in-1 Micro-SD Card Reader Multifunctional Type-C USB C/USB A/Micro-USB TF/SD OTG USB 2.0 for Samsung Smartphones Macbook,183,https://www.jumia.co.ke/generic-mini-5-in-1-micro-sd-card-reader-multifunctional-type-c-usb-cusb-amicro-usb-tfsd-otg-usb-2.0-for-samsung-smartphones-macbook-13506499.html
Samsung ,"Galaxy A30 - 64GB+4GB Ram, 4000mAh, Dual SIM 4G -Blue","20,998",https://www.jumia.co.ke/samsung-galaxy-a30-64gb4gb-ram-4000mah-dual-sim-4g-blue-18497813.html
,,,
Generic ,Eight Cores (4GB RAM+64GB ROM )Smartphone Cell Phone For Android Dual Sim Dual Stand-black,"12,090",https://www.jumia.co.ke/generic-eight-cores-4gb-ram64gb-rom-smartphone-cell-phone-for-android-dual-sim-dual-stand-black-14386122.html
Infinix ,"Note 5 Stylus [x605] - [64GB+4GB RAM] - 6"" [18:9] FHD - 16MP Front & Back - Metallic Body - with X-PEN - 4000mAh Battery-  Gold","25,799",https://www.jumia.co.ke/infinix-note-5-stylus-x605-64gb4gb-ram-6-189-fhd-16mp-front-back-metallic-body-with-x-pen-4000mah-battery-gold-10702743.html
Infinix ,"Hot 7 (X624B), 32GB + 2GB (Dual SIM),Android™ 8.- Blue","11,699",https://www.jumia.co.ke/hot-7-x624b-32gb-2gb-dual-simandroidtm-8.-blue-infinix-mpg149390.html
TECNO ,T401 - Triple SIM - Black,"1,799",https://www.jumia.co.ke/tecno-t401-triple-sim-black-17260455.html
Apple ,IPhone 5S 4.0-Inch 1G+64G 8MP 4G LTE Smartphone–Gold,"20,999",https://www.jumia.co.ke/apple-iphone-5s-4.0-inch-1g64g-8mp-4g-lte-smartphonegold-14512163.html
,,,
Kisonli ,Speaker Portable desktop laptop speakers woofer multimedia bass,798,https://www.jumia.co.ke/speaker-portable-desktop-laptop-speakers-woofer-multimedia-bass-kisonli-mpg164682.html
Samsung ,"Galaxy A50, 6.4"", 128GB + 4GB (Dual SIM), White","29,999",https://www.jumia.co.ke/samsung-galaxy-a50-6.4-128gb-4gb-dual-sim-white-17775957.html
iBRIT  ,"iBrit i2 - 4G -16GB+2GB- 5""- Android 8.1 Oreo- Black","7,999",https://www.jumia.co.ke/ibrit-ibrit-i2-4g-16gb2gb-5-android-8.1-oreo-black-11797715.html
OPPO ,"A3s - 6.2"" - 2GB Ram - 16GB Rom - 13+2MP Camera - 4230mAh - Dual SIM 4G - RED","14,300",https://www.jumia.co.ke/oppo-a3s-6.2-2gb-ram-16gb-rom-132mp-camera-4230mah-dual-sim-4g-red-17754826.html
Google ,"Google Pixel XL 4GB RAM 32/128GB ROM 5.5"" Snapdragon Quad Core 4G LTE Android Smartphone - Black","19,900",https://www.jumia.co.ke/google-google-pixel-xl-4gb-ram-32128gb-rom-5.5-snapdragon-quad-core-4g-lte-android-smartphone-black-13665604.html
,,,
Itel ,"2171 Wireless FM, Torch, Dual SIM Feature Phone - Blue","1,049",https://www.jumia.co.ke/2171-wireless-fm-torch-dual-sim-feature-phone-blue-itel-mpg135448.html
Apple ,iPhone 6S - 64GB - 2GB RAM- 4G LTE- 12MP Camera -Space Grey,"29,750",https://www.jumia.co.ke/iphone-6s-64gb-2gb-ram-4g-lte-12mp-camera-space-grey-apple-mpg120763.html
Samsung ,"Galaxy J6 2018 5.6-Inch HD+ (3GB, 32GB ROM) Android 8.0 Oreo, 13MP + 8MP Dual SIM 4G Smartphone","15,860",https://www.jumia.co.ke/samsung-galaxy-j6-2018-5.6-inch-hd-3gb-32gb-rom-android-8.0-oreo-13mp-8mp-dual-sim-4g-smartphone-14795771.html
Generic ,"Nokia 106 - DUAL SIM, FM RADIO, TORCHLIGHT, 800MAH BATTERY, 1.8 INCH DISPLAY - DARK GREY","1,700",https://www.jumia.co.ke/generic-nokia-106-dual-sim-fm-radio-torchlight-800mah-battery-1.8-inch-display-dark-grey-14863637.html
TECNO ,"POP 2 Power, 5.5'',  16GB + 1GB, 8MP (Dual SIM), Blue","7,800",https://www.jumia.co.ke/tecno-pop-2-power-5.5-16gb-1gb-8mp-dual-sim-blue-18509425.html
,,,
Generic ,Nokia 3310 Refurbished Dual Sim 2MP Feature Phone – Blue,"1,986",https://www.jumia.co.ke/generic-nokia-3310-refurbished-dual-sim-2mp-feature-phone-blue-15122005.html
Generic ,"Nokia 105 DS (2017) - Dual Sim, 1.8"" Basic Phone - Black /Blue","1,780",https://www.jumia.co.ke/generic-nokia-105-ds-2017-dual-sim-1.8-basic-phone-black-blue-14848073.html
TECNO ,"Camon 11, 32GB+3GB, 4GLTE (Dual SIM), Black + Free OTG Cable","13,399",https://www.jumia.co.ke/tecno-camon-11-32gb3gb-4glte-dual-sim-black-free-otg-cable-18509431.html
Samsung ,"Galaxy A50 - 128GB Rom - 4GB Ram, 4000mAh, Dual SIM 4G -Blue","26,458",https://www.jumia.co.ke/galaxy-a50-128gb-rom-4gb-ram-4000mah-dual-sim-4g-blue-samsung-mpg151241.html
Apple ,iPhone 6 - 16GB -1GB RAM -8MP - Single SIM - 4G LTE - Silver,"28,999",https://www.jumia.co.ke/apple-iphone-6-16gb-1gb-ram-8mp-single-sim-4g-lte-silver-18685164.html
,,,
Samsung ,"Galaxy A20, 6.4"", 32GB + 3GB 4000 mAh Battery Camera: 13MP+5MP (Dual SIM), Blue","16,999",https://www.jumia.co.ke/galaxy-a20-6.4-32gb-3gb-4000-mah-battery-camera-13mp5mp-dual-sim-blue-samsung-mpg165034.html
Infinix ,"HOT 7 - 32GB - 2GB, 6.2"", 13MP, 6.2"" IPS LCD Display, Dual SIM Quad-Core 1.3GHz Processor - Black","11,699",https://www.jumia.co.ke/hot-7-32gb-2gb-6.2-13mp-6.2-ips-lcd-display-dual-sim-quad-core-1.3ghz-processor-black-infinix-mpg150880.html
Apples ,Iphone 5 - 16GB+1GB - 99% New Phone - Black,"7,600",https://www.jumia.co.ke/apples-iphone-5-16gb1gb-99-new-phone-black-18169437.html
Cubot ,"JUMIA Express - Nova - 5.5"",3GB RAM,16GB ROM,Fingerprint,Dual 4G LTE,Gold","7,299",https://www.jumia.co.ke/cubot-jumia-express-nova-5.53gb-ram16gb-romfingerprintdual-4g-ltegold-13924593.html
Samsung ,"Galaxy S10+, 6.4"", 512GB + 8GB (Dual SIM), Black","118,000",https://www.jumia.co.ke/galaxy-s10-6.4-512gb-8gb-dual-sim-black-samsung-mpg162829.html
,,,
BlackBerry ,"Z10 4.2 Inches 16GB  2GB RAM  OS 10 ,  3G  / 4G LTE   Smart Phone Black","7,200",https://www.jumia.co.ke/blackberry-z10-4.2-inches-16gb-2gb-ram-os-10-3g-4g-lte-smart-phone-black-14246915.html
TECNO ,Camon CX Plus - 32GB - 3GB - 5.5 Inch - Dual SIM - Black,"19,000",https://www.jumia.co.ke/camon-cx-plus-32gb-3gb-5.5-inch-dual-sim-black-tecno-mpg113399.html
Huawei ,"Y9 (2019) -  64GB+4GB RAM,16MP+2MP, 4G (Dual SIM) - Purple","20,999",https://www.jumia.co.ke/huawei-y9-2019-64gb4gb-ram16mp2mp-4g-dual-sim-purple-18084741.html
HOTWAV ,"Cosmos S8 4G LTE - 5.7"" - 3GB RAM - 32GB - 13MP Camera -  Android 7 - Dual SIM - Black","13,899",https://www.jumia.co.ke/hotwav-cosmos-s8-4g-lte-5.7-3gb-ram-32gb-13mp-camera-android-7-dual-sim-black-16709416.html
BlackView ,"A60, 1GB+16GB, 6.1 Inch Android 8.1 GO, 4080mAh Battery, 3G Smartphone - Black","6,990",https://www.jumia.co.ke/blackview-a60-1gb16gb-6.1-inch-android-8.1-go-4080mah-battery-3g-smartphone-black-16809853.html
,,,
OPPO ,"A7 - 64GB Rom - 3GB Ram - 6.2"" - 4230mAh - Dual SIM 4G - Blue","27,899",https://www.jumia.co.ke/a7-64gb-rom-3gb-ram-6.2-4230mah-dual-sim-4g-blue-oppo-mpg131599.html
Apple ,IPhone 6S Plus 5.5-Inch 2G+16G 12MP Smartphone 4G LTE–Grey,"29,999",https://www.jumia.co.ke/apple-iphone-6s-plus-5.5-inch-2g16g-12mp-smartphone-4g-ltegrey-13010745.html
Nokia ,"X5 4G Smartphone 5.86"" 4GB+64GB Fingerprint Android 8.1","16,499",https://www.jumia.co.ke/nokia-x5-4g-smartphone-5.86-4gb64gb-fingerprint-android-8.1-14773603.html
Nokia ,X5 (5.1 Plus) - 32GB+3 GB(Dual SIM) - Black + FREE OTG Cable,"16,999",https://www.jumia.co.ke/nokia-x5-5.1-plus-32gb3-gbdual-sim-black-free-otg-cable-15421185.html
MI ,Xiaomi Redmi Note 7 4G Smartphone Global Version 6.3 inch 4GB RAM 64GB ROM Snapdragon 660 Octa core,"19,990",https://www.jumia.co.ke/mi-xiaomi-redmi-note-7-4g-smartphone-global-version-6.3-inch-4gb-ram-64gb-rom-snapdragon-660-octa-core-16877869.html
,,,
Lenovo ,Lenovo S5 Pro L58041 6GB RAM+128GB ROM Dual SIM Smartphone,"17,999",https://www.jumia.co.ke/lenovo-lenovo-s5-pro-l58041-6gb-ram128gb-rom-dual-sim-smartphone-18569552.html
Nokia ,NOKIA 3.1 Plus 6 inch 3 GB + 32 GB 4G Lte Smartphone ,"15,767",https://www.jumia.co.ke/nokia-nokia-3.1-plus-6-inch-3-gb-32-gb-4g-lte-smartphone-17627258.html
Oukitel ,"C12 Pro - 6.18"" 4G Android 8.1 2GB/16GB Fingerprint 3300mAh With Case EU","7,599",https://www.jumia.co.ke/oukitel-c12-pro-6.18-4g-android-8.1-2gb16gb-fingerprint-3300mah-with-case-eu-13959992.html
Infinix ,"Hot S4 Smartphone - 6.2"",3GB+32GB,Dual SIM,4G - Blue","15,999",https://www.jumia.co.ke/infinix-hot-s4-smartphone-6.23gb32gbdual-sim4g-blue-16225270.html
Samsung ,Galaxy S4 I9500 I9505 2GB RAM 16GB - Black,"8,600",https://www.jumia.co.ke/samsung-galaxy-s4-i9500-i9505-2gb-ram-16gb-black-11027152.html
,,,
X-TIGI ,S23 Mini - Torch - Speaker-FM Radio-Bluetooth - Big Torch - Black,"1,398",https://www.jumia.co.ke/s23-mini-torch-speaker-fm-radio-bluetooth-4000mah-black-x-tigi-mpg17194.html
Xiaomi ,"Mi A1 - 5.5"" - (4GB + 32GB) - Dual SIM - 4G LTE - Black","11,050",https://www.jumia.co.ke/xiaomi-mi-a1-5.5-4gb-32gb-dual-sim-4g-lte-black-14738714.html
BlackBerry ,Blackberry 9700 WCDMA 3G 3.2MP 256MB RAM GPS WIFI Bluetooth GPS Cell Phone,"4,999",https://www.jumia.co.ke/blackberry-blackberry-9700-wcdma-3g-3.2mp-256mb-ram-gps-wifi-bluetooth-gps-cell-phone-13219630.html
Huawei ,"P30 Lite - 128GB + 4GB - 6.15"", 4G Dual SIM, Black","26,990",https://www.jumia.co.ke/p30-lite-128gb-4gb-6.15-4g-dual-sim-black-huawei-mpg162410.html
Ulefone ,Armor 6 Rugged Phone 6GB+128GB EU Version 6.2 inch Android 8.1 4G OTG Smartphone - Black,"44,399",https://www.jumia.co.ke/ulefone-armor-6-rugged-phone-6gb128gb-eu-version-6.2-inch-android-8.1-4g-otg-smartphone-black-13308068.html
,,,
Apple ,iPhone 5S - 16GB - 1GB RAM - 8MP Camera - Single Sim - Silver,"15,648",https://www.jumia.co.ke/iphone-5s-16gb-1gb-ram-8mp-camera-single-sim-silver-apple-mpg111830.html
TECNO ,F1 - 5 inch 8GB 1GB RAM dual sim - Ice blue,"6,050",https://www.jumia.co.ke/tecno-f1-5-inch-8gb-1gb-ram-dual-sim-ice-blue-18509423.html
TECNO ,Camon 11 (32GB+3GB) 6.2-inch+ FREE BACK COVER,"14,497",https://www.jumia.co.ke/tecno-camon-11-32gb3gb-6.2-inch-free-back-cover-18509411.html
Nokia ,E52 3G Mobile Phone - Silver,"4,500",https://www.jumia.co.ke/nokia-e52-3g-mobile-phone-silver-14674334.html
Homtom ,"S16,, 5.5"",  2GB + 16GB (Dual SIM), Black","6,699",https://www.jumia.co.ke/homtom-s16-5.5-2gb-16gb-dual-sim-black-17148577.html
,,,
TECNO ,"Spark 2 - 16GB, 1GB RAM, 13MP + 8MP Camera , Face ID ,FingerPrint (Dual SIM), Midight Black + Free Protective Case","10,199",https://www.jumia.co.ke/spark-2-16gb-1gb-ram-13mp-8mp-camera-face-id-fingerprint-dual-sim-midight-black-free-protective-case-tecno-mpg132785.html
TECNO ,"Camon 11, 64GB + 4GB (Dual SIM), Aqua Blue","16,989",https://www.jumia.co.ke/tecno-camon-11-64gb-4gb-dual-sim-aqua-blue-18533358.html
Itel ,"5625  -2.8"" Display –Camera - 2500MAH Battery -Triple Sim Card – Dark Blue","2,399",https://www.jumia.co.ke/5625-2.8-display-camera-2500mah-battery-triple-sim-card-dark-blue-itel-mpg162520.html
Apple ,iPhone 5s - 16GB - 1GB RAM - 8MP Camera - Single Sim - Gold,"15,648",https://www.jumia.co.ke/iphone-5s-16gb-1gb-ram-8mp-camera-single-sim-gold-apple-mpg52652.html
Bluboo ,"D6, 2GB+16GB, 5.5 Inch Android 8.1, Dual Back Cameras, Face ID & Fingerprint Identification, Network: 3G, Dual SIM - Black","6,100",https://www.jumia.co.ke/bluboo-d6-2gb16gb-5.5-inch-android-8.1-dual-back-cameras-face-id-fingerprint-identification-network-3g-dual-sim-black-14717556.html
,,,
Bontel ,"Little lover L1-1.54""-0.3MP-800mAh( Dual Sim)-Red","2,349",https://www.jumia.co.ke/little-lover-l2-1.54-0.3mp-800mah-dual-sim-red-bontel-mpg114735.html
